TokenID,Universe Name,Planet Name
855,Zeruaax,Tevuos Reef
856,Munenien,Ivoom Reef
857,Sundaeom Expanse,Hessaos
858,Anthuus,Taruys
859,Loravoax,Goloeux
860,Lomiro Fold,Dessaian Minor
861,Loraviith,Iveaar
862,Munenia Domain,Vessoeos Hollow
863,Ossao,Tevou
864,Novario,Rhala Spire
865,Halviniaon Prime,Pavuiund
866,Grosti Fold,Keshouille Spire
867,Kaeloi,Goleos Major
868,Beloraon,Ostaux
869,Muneni,Maeluo Crest
870,Beloreax,Vessu Hollow
871,Grostoi,Hessoeom
872,Aveau,Wrenui
873,Isaruaom Realm,Hessoe Minor
874,Elyeel Fold,Fyree Vale
875,Cindrut,Barkoeth
876,Nexu Fold,Rhaluin
877,Ekareoor Span,Pavai Major
878,Junelara Prime,Tevey
879,Isare Prime,Dessaoo
880,Nexiau,Dessaui Reef
881,Sundaeav,Lunoeiv
882,Lomiri Domain,Corinouo Hollow
883,Junele Fold,Cosoueth
884,Grostiaon,Fyreeaor
885,Aveoo,Rhalaiom Basin
886,Corvaea Expanse,Fyreaiux Reef
887,Kaelua,Xalaar
888,Ekareo,Fyreui Spire
889,Praxeoyn,Zolior
890,Nexeen,Ostian Vale
891,Munenoax,Yethoua
892,Veyoiom,Yethuieth Crest
893,Elyuae Sphere,Fyreoesh
894,Kaelaav,Ulmain
895,Ithelae,Corinaiys
896,Dravaeo,Wrenoys
897,Grostoion Expanse,Dessaa Hollow
898,Novariaom,Keshaiux Reef
899,Praxous,Tevoos
900,Anthua,Wrenoe Basin
901,Zeroiax,Breneaund
902,Cindre,Ferroaio
903,Corviu,Pavuia
904,Favenoav Sphere,Vessue Major
905,Loraveo,Ulmaiol
906,Beloriaa,Dessaai Reef
907,Aveiaune Domain,Ferrou Hollow
908,Praxu,Ulmuiak
909,Beloruao Realm,Xaloe Crest
910,Ekaroiel,Corinuiin Vale
911,Dravoyr Domain,Vessou Major
912,Elyu Reach,Graeli
913,Itheluayr,Dharao Hollow
914,Orvoira Fold,Ivueth
915,Isaroth,Yethuio
916,Zeriais,Golouin
917,Cindro Sphere,Graelieth Major
918,Muneneith Domain,Taruak
919,Lorava Sphere,Fyreuiiv Major
920,Itheleune Prime,Quenuii
921,Belori Expanse,Ulmaia
922,Lomiro,Ferroe Major
923,Myreom Realm,Yethouor Spire
924,Loravuais,Taruar Major
925,Volnaeen,Barka Crest
926,Ithelaeor,Ulmo Reef
927,Corveoa,Niro Minor
928,Loravay,Zoloeak
929,Zereo Span,Fyreui Crest
930,Kaelion Expanse,Vessoeux
931,Halvinoi,Barkaiund
932,Anthua Domain,Cosuol
933,Sunde Domain,Goloei
934,Munenoira,Keshouak
935,Loravara,Yetheau
936,Ekari Prime,Tarouille
937,Muneneith,Lunaiys Minor
938,Praxuay,Xalu Crest
939,Dravae,Coseaille
940,Novaruaon,Joroeille
941,Ekaria Fold,Rhalaiille
942,Kaelaeav Domain,Yethouos
943,Praxaei,Vessoeiv
944,Lomiruaax Span,Fyreiesh
945,Halvina Fold,Yethuio Crest
946,Aveou,Golein
947,Sundeav,Barkiu
948,Beloriis,Maelea Reef
949,Cindrei Fold,Joroa Major
950,Loravuyn,Wreniille Hollow
951,Cindriax Expanse,Jorouak
952,Junelo,Zoluak Minor
953,Elyeo Sphere,Vessui Vale
954,Kestriayn Prime,Vessuie
955,Lomiroia,Maeloe Crest
956,Cindroien Fold,Quenoor
957,Loravoiel,Quenuo Reef
958,Ekaruax Domain,Quenoui
959,Novarae Span,Ferrou Basin
960,Lomireoi Domain,Fyreo
961,Anthuor Reach,Fyrei Spire
962,Aveaeith,Wrenai Reef
963,Zeriu,Taruos
964,Grostira Fold,Lunai
965,Loravaeus,Joreaos
966,Beloraor,Yethaieth
967,Ossaae Fold,Ulmie
968,Volneoor Reach,Rhalu Minor
969,Anthoith,Ulmoey
970,Lomire,Cosaie
971,Corvae,Ostuiol
972,Volnoax,Queniesh Crest
973,Ithelo,Wrenuak
974,Sundaus,Quenaiille Minor
975,Grostoon,Fyreoiv
976,Orvi Prime,Tareeth
977,Novareth,Rhalouor
978,Cindruara Span,Joraiv Major
979,Nexar,Maeluor Reef
980,Munenaeyr,Ostui Minor
981,Ithelay,Barka Spire
982,Veyoi Span,Tevi
983,Veyeous,Graelool
984,Zeruais,Vessuar
985,Sundu Span,Sovo Major
986,Lorava Reach,Maeloeol
987,Corvoiith,Barke Major
988,Halvinae Prime,Vessoeux Major
989,Ekaru Realm,Zoleaund
990,Myraeith,Vessoan
991,Cindruen,Yethu Major
992,Faveniaen,Tevoin
993,Itheloy,Graelou Crest
994,Sundion,Ostaeth
995,Novareoom Domain,Corinui
996,Zeria,Golea
997,Antheel,Yethoear
998,Faveniith,Ferrouiys
999,Favenio Expanse,Vessoiv Spire
1000,Anthiaa,Quena
1001,Novarua Prime,Coriniesh Minor
1002,Praxaon,Vessiin
1003,Veyeo,Rhalouy Vale
1004,Elyey Span,Ostu Crest
1005,Ossaiaax,Corineao
1006,Ossaa,Jorea Spire
1007,Lomireo Prime,Sovui
1008,Nexia,Cosua Spire
1009,Itheloune,Niroe
1010,Sundiel,Brenu Crest
1011,Itheleoune,Yethu Basin
1012,Myriel Realm,Sovoesh Crest
1013,Ekaraus Domain,Lunoe Major
1014,Kaeloav,Taruia Hollow
1015,Praxeo Expanse,Maeleille
1016,Corvo,Wrenaiesh
1017,Anthaus,Corinuios
1018,Ekarua Reach,Quenui
1019,Nexey,Taroe
1020,Orvoiu,Fyreoar
1021,Zeroax,Ivea Major
1022,Volnuais Domain,Corinu Hollow
1023,Volni Expanse,Kesheaeth
1024,Anthiis,Tevai Vale
1025,Loravuu,Rhalui Reef
1026,Orvua,Yetheaesh Reef
1027,Isare Realm,Hesseille
1028,Zereel,Ostein
1029,Nexot,Maele Basin
1030,Sundaeel,Sovaie
1031,Cindriaav,Xaliux
1032,Lomireune,Graelai
1033,Ekaraey,Tevaiille
1034,Veyiaom,Xalound
1035,Ossaeoel Prime,Zoloey
1036,Kestro,Keshiom
1037,Veyais Expanse,Niroe Hollow
1038,Dravi Domain,Iviys
1039,Elyua Expanse,Cosiar Spire
1040,Elyayn Prime,Wreni
1041,Grostaera,Xaleille
1042,Kaelia,Dessaea Spire
1043,Orvae Prime,Osteak
1044,Grostuaor,Dessaoeeth
1045,Munenaeav Domain,Xaluin
1046,Loravaera,Cosuio
1047,Anthaeom,Fyreuior Major
1048,Halvineune,Maeli Hollow
1049,Kaelira,Tareo
1050,Praxu Fold,Goluiv Basin
1051,Loravuus,Dessaeaar
1052,Cindreoyr,Pavoys
1053,Elyu Span,Rhaliund
1054,Juneloii,Zoloos Vale
1055,Grostoi Expanse,Dessaoei Minor
1056,Ithelaey Realm,Joroeol
1057,Halvinaei,Hessa
1058,Ekaruon Realm,Vessaio
1059,Kestraeune Realm,Ivaia
1060,Corvaei,Fyrei Minor
1061,Juneleom Sphere,Pavaieth
1062,Orvaax,Ferroea Vale
1063,Ossauael,Keshaar
1064,Isaroom,Keshuiy Spire
1065,Volnua Expanse,Golu Crest
1066,Orvu,Jori
1067,Dravaen,Queniom
1068,Favenaune,Wreneo
1069,Cindria,Wrena
1070,Grostee,Keshui Crest
1071,Kestriaune Realm,Joraio
1072,Orvaeel,Yethui Minor
1073,Anthoiu Fold,Nirui
1074,Munenuar,Keshoak Basin
1075,Cindroth Fold,Sove
1076,Nexo Reach,Tareys
1077,Sunduax,Zoloeos
1078,Isariaith Realm,Corinaund
1079,Grostoiu,Rhalou
1080,Ossauax,Cosuiv
1081,Itheliara,Vessuund Spire
1082,Lomirua Realm,Ulmi
1083,Favene,Ivea Basin
1084,Beloruaav,Ulmouor
1085,Zeraeo,Xalu Major
1086,Faveneor,Cosouu Spire
1087,Ekarora,Rhalaiv Basin
1088,Elyiyr Reach,Dharea
1089,Praxae Span,Ferroeaos
1090,Elyeoo,Keshaiv Major
1091,Kaeloia Domain,Lunoea
1092,Ossauav,Sovaiesh
1093,Munenoi,Zoluiesh
1094,Kestroiax,Zoloe
1095,Kestreoor,Goliak Minor
1096,Antha,Sova Vale
1097,Elyae,Joroom
1098,Praxuaax,Pavoe Reef
1099,Muneni Reach,Cosouund
1100,Elyae Realm,Lunian
1101,Sundayn,Cosuor
1102,Ekaro,Dessai Major
1103,Corvael,Ferroi
1104,Ekara,Sovea Hollow
1105,Veyae,Dessau
1106,Favenaeyn,Cosiar Major
1107,Loraviao,Jore
1108,Ithelois,Xalui Crest
1109,Beloreoax,Xalee
1110,Draveo Sphere,Dessaiux
1111,Elyoor,Dharoe Vale
1112,Orvuara,Corinuiar
1113,Kestrera,Niraux
1114,Nexuy,Nireain
1115,Ekarae Fold,Breni
1116,Lomiraeom,Taruund
1117,Beloria Fold,Cosuos
1118,Volneo Reach,Jorou Spire
1119,Sunduith,Lunoei
1120,Halvinua,Corinou
1121,Kaela Domain,Sovaiom
1122,Lomiruais,Ferroia
1123,Kestriao,Golie
1124,Itheleoom Sphere,Dessae Hollow
1125,Praxuayr,Golua
1126,Corvao,Barkui Spire
1127,Corvaeis,Ulmai Hollow
1128,Kestroo Fold,Wreneaux
1129,Thaliael,Joruie
1130,Nexiune,Quena Crest
1131,Itheluyn,Hessiy
1132,Itheloira,Ferroaiak
1133,Corviae,Ulmoue
1134,Juneloira,Ostaos
1135,Grostae,Ferroiol
1136,Beloraeune,Fyreoe Minor
1137,Anthoiune,Dessauesh
1138,Zerou,Cosoor
1139,Elyuom,Keshaio
1140,Nexeot Span,Corinaar
1141,Anthe Realm,Niruille
1142,Dravoith Sphere,Hessai Minor
1143,Faveneoon,Osteaux
1144,Kaelaeune,Dharian Vale
1145,Thaliaon,Wreniar
1146,Sundaeen,Lunios
1147,Beloreo Fold,Maelaar
1148,Munenaav,Brena Minor
1149,Lomire Fold,Wrenoueth
1150,Corvath Fold,Dharuol
1151,Volne,Keshaan Major
1152,Ekariayr,Vesseaa
1153,Veyuath,Zoloom
1154,Orviyr,Paveain
1155,Sundaen Fold,Paveesh
1156,Ossaua Expanse,Hessaio Major
1157,Kestroel,Hessaiar
1158,Junelaeax Domain,Sovea Reef
1159,Ekarie Expanse,Barkoak Basin
1160,Kaeluayr,Barkoan
1161,Corvaor Domain,Taround Crest
1162,Thala Domain,Breneak
1163,Zeruaa Expanse,Dhare
1164,Praxaeel,Brene Reef
1165,Juneluay,Luneaak
1166,Grostu,Vessa Major
1167,Itheleoith,Tevaio
1168,Aveaus,Maeleaund
1169,Volnuor,Hessou Major
1170,Zeriae Reach,Barkeae
1171,Thaleoor,Quenoa Crest
1172,Novaraee Realm,Dharain
1173,Itheloit,Jorear Major
1174,Novari Reach,Ivuiar Spire
1175,Itheliaor Reach,Lunaor
1176,Zeroe,Dessaui Vale
1177,Halviniis,Fyreui Major
1178,Beloroiith,Lunoeeth Reef
1179,Loravu Domain,Xalaiu
1180,Isaruaav,Ivea
1181,Orvaeax,Iva
1182,Thaloyn Sphere,Rhaluesh
1183,Beloruara,Ulmios
1184,Myrayr,Corinaiin
1185,Ossauaus,Brenaiesh
1186,Dravu Fold,Cosouin
1187,Beloroiyn,Joreaak Reef
1188,Grostuara Expanse,Vesseo
1189,Favenuaith,Dharuesh Vale
1190,Orvura Sphere,Rhaleys
1191,Dravoi Expanse,Xalaiund Minor
1192,Kestriune,Vessai Hollow
1193,Volneus Domain,Ferroai Minor
1194,Praxu Reach,Tara Hollow
1195,Muneniay,Keshoe Minor
1196,Halviniat,Yethoar
1197,Corvoith,Ivuom
1198,Isareois Prime,Pavuii
1199,Veyuaav,Pavea Minor
1200,Praxa,Niri Hollow
1201,Loraveora Sphere,Ferrooesh Vale
1202,Nexut,Keshi Basin
1203,Junela Reach,Fyreeux Crest
1204,Cindruath Sphere,Ostound
1205,Corva Fold,Coso Vale
1206,Kaeloiel,Golea Crest
1207,Novaraeo,Wrenu Major
1208,Kestria Realm,Rhaloean
1209,Volna Span,Xalou Hollow
1210,Lomiruaa,Cosoear
1211,Orvaav,Keshaiesh
1212,Corviom,Ostuiiv Minor
1213,Beloreom,Ferroea
1214,Volneoav,Goloeol
1215,Myriav Prime,Corini Vale
1216,Thaliith,Sove Spire
1217,Kaelae,Jorue Hollow
1218,Anthaeel,Dharouiv
1219,Kestruis,Goluii
1220,Corve Expanse,Fyreoin
1221,Juneluaon,Queneaan Hollow
1222,Munenoi Span,Barkai Hollow
1223,Cindrois,Ivuille Basin
1224,Praxeor,Brene Major
1225,Anthir,Taroeom
1226,Praxeav,Joraii
1227,Myreus,Ostoein
1228,Cindru,Cosui Major
1229,Corviaus,Dessauio
1230,Draviar,Yethool
1231,Veyiara,Barkeak
1232,Elyeoel Realm,Keshu Spire
1233,Nexoiom,Sovaak
1234,Loraveoen,Ostaund
1235,Kestrui,Paviille
1236,Corveoo Fold,Ferroaior
1237,Veyoyr,Lunouo
1238,Elyeoy,Xaloin
1239,Orvaeu Fold,Hessaiol
1240,Halvine Reach,Barkuiu
1241,Cindruo Prime,Wrenou
1242,Lomiro Span,Soveai Minor
1243,Novaroy,Ulmuiar
1244,Kaeli,Ulmo
1245,Itheluus Sphere,Vessu Basin
1246,Novaraeom,Ferroi Reef
1247,Zereo Domain,Zoloeor Vale
1248,Isariaor,Zolaiv
1249,Halviniaax,Ostoeund
1250,Kestrira Realm,Ferroaiar
1251,Veyeen,Maelui Hollow
1252,Novareoom,Yethoui
1253,Aveaon Expanse,Maeluiv Basin
1254,Nexoion,Quenoua
1255,Belora,Niroe Crest
1256,Veyuen,Brenaor
1257,Veyaeith,Zoluol
1258,Volnaeune Prime,Xalio Minor
1259,Orveo,Lunaiux
1260,Ekarar Domain,Yethea Reef
1261,Zeruav,Zolo Reef
1262,Elya,Dharouan
1263,Lomiriae Domain,Hessuiund
1264,Loravuath,Yetho Hollow
1265,Corvoiis,Brenuom Crest
1266,Sundia,Lunuie
1267,Novareen,Vessuol
1268,Cindruaom,Goliin
1269,Belora Reach,Sovouille
1270,Novariom,Sovuesh Spire
1271,Sundeo Realm,Pavoue Major
1272,Orvuaav Sphere,Rhalouux
1273,Favenien,Graelu Major
1274,Aveuayn,Keshu
1275,Sundoi Fold,Corinaux
1276,Aveeel,Cosai
1277,Ossaeo Expanse,Tevu Crest
1278,Isaro Domain,Ulmaa
1279,Kaeliae,Xaluia
1280,Orviaax,Ferrouos Minor
1281,Dravoe,Tarau
1282,Veyi,Iveai
1283,Junelo Realm,Xalouille
1284,Zeroius,Osteor
1285,Nexuais Expanse,Wreniol
1286,Sundoiel,Taraieth
1287,Dravoi Sphere,Fyreaiol
1288,Muneniis,Jorear Basin
1289,Ekaraax Span,Vessiol
1290,Grostoax,Dhareaar Minor
1291,Anthi,Xala
1292,Aveaax,Brenouor Basin
1293,Drava Reach,Corinea Crest
1294,Kaeliy,Yetheaom
1295,Nexuayr,Iveaan
1296,Novarayr Domain,Nireao Hollow
1297,Kestrae,Cosuie
1298,Thaloira,Brenoe Basin
1299,Nexiath,Keshea Hollow
1300,Ossauara,Joruiys
1301,Grostoien,Wreno
1302,Junelaav,Zolaos Major
1303,Novaraav,Barkein
1304,Grosti Sphere,Corineiv Vale
1305,Kaeli Expanse,Dessaiin Reef
1306,Juneli Domain,Tevai Crest
1307,Isariaor Prime,Quenean
1308,Elyo Sphere,Ferroeaux Basin
1309,Nexar Domain,Tevoeys
1310,Halvinoia,Vessaios
1311,Loravaeor Fold,Ulmoor
1312,Lomiriyn,Xaloeesh
1313,Thalaeel,Vesseaan
1314,Zeruth,Tevoeo
1315,Thaluith,Tareaux
1316,Orvoia Expanse,Keshai Vale
1317,Kestruom Sphere,Dharai
1318,Cindriaen,Brenaesh Reef
1319,Kestrur,Teveae Basin
1320,Novariao Realm,Graeloys
1321,Zeroien,Hessaiux Major
1322,Juneloion,Teveae
1323,Sundua,Pavouom Vale
1324,Dravu,Fyree
1325,Aveiayr,Ivou Reef
1326,Novaruus,Vesseu
1327,Ossai Span,Breneille
1328,Kestroith Sphere,Rhalaa
1329,Kaelaeo,Graelei
1330,Novaru,Maelo Vale
1331,Volneoth Prime,Ferroaiille
1332,Juneluith Expanse,Tara
1333,Kestroiith,Tevueth
1334,Halvinuayr Sphere,Sovoy
1335,Isarois Reach,Xaluom
1336,Junela,Kesheain
1337,Anthuaax,Barkuol
1338,Halvini Prime,Kesheor Minor
1339,Volnu Reach,Hesseaund
1340,Favenae Span,Ferrouia
1341,Myraon,Ulmeaak
1342,Grostoi Realm,Rhalu Basin
1343,Itheleoy,Ostuiux Spire
1344,Myra Span,Hessoe
1345,Veyu,Quenea
1346,Novaria Sphere,Ulmuiv Vale
1347,Juneliyr,Nira
1348,Kaeluus,Dessaea Basin
1349,Thaliaor,Vessoe Crest
1350,Ekarous,Barkaiol Reef
1351,Lomiroien,Hesseaa
1352,Myraor Reach,Ulmouys Vale
1353,Cindroith,Niruiol
1354,Myrot Span,Niraak
1355,Corvuar,Maeloeund
1356,Novareoel,Vessoui Hollow
1357,Ossaeith,Tevai Major
1358,Veyoiyn,Xalieth Crest
1359,Beloriaav,Ferroound
1360,Junelia Expanse,Coseaos
1361,Nexua Fold,Cosui Basin
1362,Belorayr Prime,Golu Basin
1363,Isarae,Corina Vale
1364,Isareoy Span,Dessaouux
1365,Novaraa,Tevuux
1366,Myro Sphere,Dessauiak Reef
1367,Ekareous,Goliille
1368,Sundu Realm,Dessaoos
1369,Itheluav,Keshouo
1370,Volnaeu Realm,Golean
1371,Zeray Reach,Yethae Basin
1372,Elyia,Corinaiom Basin
1373,Draveon,Luniom Crest
1374,Favenua Expanse,Yethouol
1375,Orvuo Realm,Keshuos Spire
1376,Kestreoax,Corinaios
1377,Belorion,Ostaiin
1378,Lomiraera,Osteeth
1379,Ithelet,Sovoe Spire
1380,Anthua Expanse,Osto Reef
1381,Nexe,Maelouille Hollow
1382,Grostit,Maeloo
1383,Orvoior Sphere,Quenai Reef
1384,Lomiroy,Zoleaos Basin
1385,Thaleo,Hessuior Major
1386,Novareoo,Ulmean
1387,Nexei Prime,Jorea Basin
1388,Corvia Span,Graeleaux
1389,Beloraom,Joraille
1390,Kaeluom Reach,Breneai
1391,Orvaeon Reach,Teva
1392,Orve Expanse,Queneo
1393,Halvinia Fold,Joroe Major
1394,Ekaruis Fold,Yethoe
1395,Favenoi Domain,Xalui Hollow
1396,Beloriaax,Cosoein
1397,Kestreis,Sovaund
1398,Volna,Ivool
1399,Itheliav,Luneys
1400,Junelua Domain,Ostea
1401,Beloreoy,Corineesh
1402,Ekareora,Ostoeo Hollow
1403,Kaelaey,Yethoux
1404,Aveei,Maeluan Basin
1405,Zero Reach,Fyreie
1406,Cindrais,Zoluar Hollow
1407,Novareel,Lunouol Spire
1408,Elyior,Dessauiy
1409,Loravu Sphere,Vessoo Reef
1410,Beloruaith,Dessaouar
1411,Loraviayr Sphere,Yethui Reef
1412,Elyiat,Barkaiiv Reef
1413,Munenae,Zoloear
1414,Belorae Span,Ostou
1415,Isare Sphere,Fyreou Major
1416,Thaloiu Domain,Wrenoe Crest
1417,Favenua Sphere,Brenoos
1418,Juneluat,Nireos
1419,Myriaa,Cosoa
1420,Corvuaor,Graeloeund
1421,Isaruayn,Sovio
1422,Dravae Realm,Keshaia
1423,Beloruaon,Zoli Reef
1424,Sundi Reach,Dharaille
1425,Draviara,Zoluu
1426,Halvine Prime,Ostior
1427,Kestrir,Tevouan
1428,Ekariael,Osteu
1429,Elyuel,Nirouin
1430,Anthoiy Realm,Corine
1431,Favenae,Barkaor
1432,Beloruaon Realm,Hessou Crest
1433,Halvineoax,Tarear Spire
1434,Thali Reach,Yethoeo Vale
1435,Lomiriy,Vesse
1436,Faveneth,Taree
1437,Elyael,Tevaiund
1438,Dravoi Realm,Breno
1439,Myroiav,Pave Major
1440,Praxeo Fold,Ferroeaol Minor
1441,Praxiao,Rhalouos
1442,Thalath Reach,Niraios
1443,Halvinoith,Dessaeao
1444,Veyia Realm,Quenoe Basin
1445,Praxiyn,Keshoeeth
1446,Kestrou Fold,Dessauiille Spire
1447,Loravae Domain,Dessaein
1448,Loravaeis Realm,Breneaol Hollow
1449,Nexiao,Quenou Major
1450,Corveo Domain,Yethoeiv
1451,Thaloa,Graele Spire
1452,Draveoel,Lunaund
1453,Ithelaeor Prime,Luneau
1454,Kestreav,Golaia
1455,Novariai,Yethean
1456,Praxae,Hessouys
1457,Myreyn Reach,Golau Basin
1458,Beloroiom,Maelaor
1459,Favenoon Span,Maelaieth Reef
1460,Ekaroie Sphere,Niruiiv
1461,Anthaeel Expanse,Sovear
1462,Isaruaus,Ferroui Minor
1463,Nexois Expanse,Maelueth
1464,Ekaraeth,Vessoeth
1465,Ekareo Expanse,Barkue Spire
1466,Cindreyn,Yethao
1467,Antheth Expanse,Hesseaesh
1468,Nexeax,Ostoeys
1469,Avei Span,Corinai Minor
1470,Kaeluara,Zolaii
1471,Novaruon,Queno
1472,Halvini Reach,Joreaom
1473,Aveuaom,Dharouys
1474,Loravoius,Brenaund
1475,Anthais Sphere,Fyreoeeth
1476,Ekaroo Expanse,Tareae
1477,Praxuaen Span,Zoloein
1478,Munenuael,Nirou Reef
1479,Juneloith,Rhaloeys Reef
1480,Kaeleoy,Taruar
1481,Kaela Expanse,Goleor
1482,Juneliais,Ostuiux
1483,Loraveen Reach,Queniille
1484,Ossaaeyr Fold,Lunu
1485,Juneleus,Xalou Minor
1486,Lomiria Reach,Luni Spire
1487,Corvae Fold,Tevoui Basin
1488,Thaluael Reach,Niri Reef
1489,Kestru,Brenui Hollow
1490,Orvo,Lunee
1491,Elyaeus,Taroueth
1492,Corveor Sphere,Joru Basin
1493,Kaeleoith Sphere,Wrenea Minor
1494,Corvoor,Goluin
1495,Grostaeis Domain,Fyreaol
1496,Anthous,Cosuan Basin
1497,Zeri Domain,Golia Crest
1498,Ossaaa,Rhaloee
1499,Kestra,Hesseaor
1500,Sundae,Pavoeom
1501,Kaeleoith Reach,Ivaiu
1502,Thaleoom,Ostio
1503,Elyiis Prime,Rhaleiv
1504,Loravuaax,Maelian Hollow
1505,Itheluaen,Ostu
1506,Anthiaax,Corineille Basin
1507,Sundith,Breneain
1508,Thalaeax,Zolou
1509,Praxiaith Reach,Ivaieth
1510,Junelae,Nirua
1511,Nexia Domain,Dhareae
1512,Itheleo,Ivoor
1513,Ossaia,Graeleays
1514,Kaeliaus,Maeleux Spire
1515,Sundia Realm,Maeli
1516,Kestriu,Tevea Reef
1517,Cindru Fold,Tevuak
1518,Myraon Reach,Maeluii
1519,Loravee Span,Sovaii
1520,Anthior,Barkaom
1521,Nexeoe,Vessuian
1522,Juneleoax,Ferrooe
1523,Ekarot Span,Corinuor
1524,Ossaaea,Queneays
1525,Juneluaa Prime,Dessaa Crest
1526,Grosteu,Golouo
1527,Lomireor Span,Ostiin Major
1528,Nexuath,Ferrouiund
1529,Munenion,Kesha Vale
1530,Lomiruune,Ostao
1531,Kaeleus,Coseai
1532,Ekaroom Span,Brenouak
1533,Zera Sphere,Vessea Spire
1534,Aveaea,Zoluan
1535,Kaelar,Yethee Major
1536,Novari,Keshuiin
1537,Orveor Span,Graelao
1538,Beloroior Realm,Barkays
1539,Corvoio,Dessauom Basin
1540,Orvoon,Ivaiak Major
1541,Avear,Graelaeth
1542,Anthiax,Yethain Spire
1543,Volneoyn,Keshuille
1544,Volnuaith,Ivai Hollow
1545,Isarui,Brenoeth Major
1546,Anthaen,Pavain Crest
1547,Elyeom,Brenoo
1548,Zerae,Pavu Basin
1549,Drava Realm,Queni Spire
1550,Kestreax,Jori Reef
1551,Anthiel Fold,Zole Vale
1552,Elyo Reach,Rhalu
1553,Volnoa,Breneol
1554,Isariaom,Maelaio
1555,Munenuor,Sovii
1556,Faveneoith,Niroo
1557,Nexae Prime,Rhaliak
1558,Kaeleis,Zoleiv
1559,Orve,Ulmoeom Spire
1560,Kestro Reach,Quenoe Hollow
1561,Elyuai,Vessaia
1562,Elya Sphere,Wrenoeom Reef
1563,Praxeo,Ostuior Basin
1564,Volnu Realm,Dessaeund Crest
1565,Veyiael,Coseao
1566,Elyuaus,Tevuiille
1567,Nexa,Goluol Vale
1568,Sundoyr,Yetheaol
1569,Thaloi,Keshuiiv
1570,Zerae Reach,Ulmian
1571,Veyuaom,Maelu
1572,Ekarao,Corineaol
1573,Orveoor,Hessaios Minor
1574,Myri Realm,Dessauiille
1575,Ekareor Sphere,Ferroouiv Reef
1576,Itheliaen,Graeluiol
1577,Grosteen,Cosea
1578,Corvia,Tevaiv
1579,Kestru Span,Sovi Reef
1580,Beloruais,Dharui
1581,Zeray Expanse,Corinouar
1582,Veyiel,Maeluiesh Major
1583,Lomiraom,Barkuo Reef
1584,Dravia Prime,Cosa Crest
1585,Novariaax,Vessian
1586,Sundeo Sphere,Lunuiin
1587,Grosteoyn,Tareor
1588,Grostaeor,Cosei
1589,Myreoa Sphere,Niru Major
1590,Corvuune,Zoloeesh
1591,Drave,Xaluesh
1592,Myreoor,Goluor
1593,Draveous Sphere,Lunu Reef
1594,Faveno,Dessaoeos Minor
1595,Ekareoth,Graelaiesh
1596,Zero,Ulmuiar Crest
1597,Munenous,Ivuille
1598,Loravu Span,Barkean Reef
1599,Grosti,Ulmii
1600,Junelo Prime,Ferroiys
1601,Ossaais,Xaloein
1602,Cindruis,Lunouin
1603,Novarath,Brena
1604,Anthey,Quenuiv Crest
1605,Grostoion,Quenui Crest
1606,Ekarae Realm,Maelai
1607,Halvinua Prime,Barkiiv
1608,Isarua Reach,Quenuor Crest
1609,Anthoiyn,Dessauie
1610,Volnuais,Ivuund
1611,Loravea,Queneaeth Hollow
1612,Beloruith,Brenuos Reef
1613,Juneloyn,Niruan
1614,Isari,Rhalo Hollow
1615,Corvien,Lunouund
1616,Myriara,Fyreaux
1617,Veyaon,Joreol
1618,Praxaeune,Wrenaior Crest
1619,Elyoi,Pavios Hollow
1620,Volnuax,Lunouund Reef
1621,Corvot,Barkuiiv
1622,Ossaeis,Hessai Hollow
1623,Kaelaeis,Quenaeth
1624,Elyoiis,Pavi
1625,Junelia Reach,Paviol Spire
1626,Sundaeon,Cosaii
1627,Aveuis,Maeloean
1628,Grostaei,Tareaund
1629,Muneneo,Vessoor Minor
1630,Myroom,Ivuio
1631,Nexaeu,Sovoa
1632,Elyuais,Hessaiux
1633,Halviniau,Rhalaar
1634,Thaleoon,Brenoein
1635,Favenu,Dharaeth
1636,Grostoiom,Joroein
1637,Ithelaav,Dharoua
1638,Loraviayn,Queneor Major
1639,Juneliav,Hessuol
1640,Grostaer Domain,Cosii Basin
1641,Faveniaav,Quenouar
1642,Volnoune,Wrenu Hollow
1643,Grostiao,Ivoan
1644,Isarua Expanse,Yethuo Minor
1645,Volniaom,Ulmeaille Spire
1646,Grostoo,Dharu Reef
1647,Cindrae Expanse,Ferroeom Hollow
1648,Volnay Prime,Ivouund
1649,Cindruy Span,Ulmaiux
1650,Aveeo,Niruys
1651,Loravith Expanse,Tarui
1652,Ithele,Hessio
1653,Aveo,Niraian
1654,Grostiaus,Hessoor Basin
1655,Anthuayr,Cosuiin Hollow
1656,Zereoon,Iveaiv
1657,Junelaea,Tevuii
1658,Loravuaor,Niruiesh Minor
1659,Nexaeel Fold,Hessoar
1660,Munenaeith,Maelouiv
1661,Veyoi,Fyreea Basin
1662,Sundeora,Dhareain Hollow
1663,Myroior Expanse,Dessauia
1664,Kaeleo,Dharaund Crest
1665,Favenua Span,Hessu
1666,Beloreoel,Ferroaiin
1667,Cindroyn Sphere,Niruy
1668,Sundiaen,Graeluux
1669,Isaroii,Hesso
1670,Elyeoom Reach,Ferroaian
1671,Nexoius,Rhaleak
1672,Junelua Reach,Quenuol
1673,Kestraen Expanse,Hessouan
1674,Itheluth Reach,Yetheaol Spire
1675,Beloria Domain,Ulmai Minor
